id,mpg,acceleration,cylinders,displacement,horsepower,model year,origin,weight,acceleration cylinders,acceleration displacement,acceleration horsepower,acceleration model year,acceleration origin,acceleration weight,cylinders displacement,cylinders horsepower,cylinders model year,cylinders origin,cylinders weight,displacement horsepower,displacement model year,displacement origin,displacement weight,horsepower model year,horsepower origin,horsepower weight,model year origin,model year weight,origin weight
7,,14.5,4.0,107.0,90.0,70.0,2.0,2430.0,58.0,1551.5,1305.0,1015.0,29.0,35235.0,428.0,360.0,280.0,8.0,9720.0,9630.0,7490.0,214.0,260010.0,6300.0,180.0,218700.0,140.0,170100.0,4860.0
8,,13.0,8.0,318.0,150.0,76.0,1.0,4190.0,104.0,4134.0,1950.0,988.0,13.0,54470.0,2544.0,1200.0,608.0,8.0,33520.0,47700.0,24168.0,318.0,1332420.0,11400.0,150.0,628500.0,76.0,318440.0,4190.0
10,,16.9,6.0,231.0,105.0,77.0,1.0,3425.0,101.39999999999999,3903.8999999999996,1774.4999999999998,1301.3,16.9,57882.49999999999,1386.0,630.0,462.0,6.0,20550.0,24255.0,17787.0,231.0,791175.0,8085.0,105.0,359625.0,77.0,263725.0,3425.0
12,,16.0,4.0,151.0,88.0,77.0,1.0,2740.0,64.0,2416.0,1408.0,1232.0,16.0,43840.0,604.0,352.0,308.0,4.0,10960.0,13288.0,11627.0,151.0,413740.0,6776.0,88.0,241120.0,77.0,210980.0,2740.0
14,,17.2,6.0,232.0,90.0,78.0,1.0,3210.0,103.19999999999999,3990.3999999999996,1548.0,1341.6,17.2,55212.0,1392.0,540.0,468.0,6.0,19260.0,20880.0,18096.0,232.0,744720.0,7020.0,90.0,288900.0,78.0,250380.0,3210.0
15,,12.5,8.0,400.0,190.0,72.0,1.0,4422.0,100.0,5000.0,2375.0,900.0,12.5,55275.0,3200.0,1520.0,576.0,8.0,35376.0,76000.0,28800.0,400.0,1768800.0,13680.0,190.0,840180.0,72.0,318384.0,4422.0
17,,18.2,4.0,97.0,75.0,77.0,3.0,2265.0,72.8,1765.3999999999999,1365.0,1401.3999999999999,54.599999999999994,41223.0,388.0,300.0,308.0,12.0,9060.0,7275.0,7469.0,291.0,219705.0,5775.0,225.0,169875.0,231.0,174405.0,6795.0
20,,12.0,8.0,400.0,175.0,72.0,1.0,4385.0,96.0,4800.0,2100.0,864.0,12.0,52620.0,3200.0,1400.0,576.0,8.0,35080.0,70000.0,28800.0,400.0,1754000.0,12600.0,175.0,767375.0,72.0,315720.0,4385.0
21,,15.2,4.0,108.0,75.0,80.0,3.0,2265.0,60.8,1641.6,1140.0,1216.0,45.599999999999994,34428.0,432.0,300.0,320.0,12.0,9060.0,8100.0,8640.0,324.0,244620.0,6000.0,225.0,169875.0,240.0,181200.0,6795.0
22,,20.7,4.0,98.0,65.0,81.0,1.0,2380.0,82.8,2028.6,1345.5,1676.7,20.7,49266.0,392.0,260.0,324.0,4.0,9520.0,6370.0,7938.0,98.0,233240.0,5265.0,65.0,154700.0,81.0,192780.0,2380.0
26,,14.0,8.0,318.0,150.0,76.0,1.0,3755.0,112.0,4452.0,2100.0,1064.0,14.0,52570.0,2544.0,1200.0,608.0,8.0,30040.0,47700.0,24168.0,318.0,1194090.0,11400.0,150.0,563250.0,76.0,285380.0,3755.0
27,,17.5,4.0,110.0,87.0,70.0,2.0,2672.0,70.0,1925.0,1522.5,1225.0,35.0,46760.0,440.0,348.0,280.0,8.0,10688.0,9570.0,7700.0,220.0,293920.0,6090.0,174.0,232464.0,140.0,187040.0,5344.0
29,,20.1,5.0,183.0,77.0,79.0,2.0,3530.0,100.5,3678.3,1547.7,1587.9,40.2,70953.0,915.0,385.0,395.0,10.0,17650.0,14091.0,14457.0,366.0,645990.0,6083.0,154.0,271810.0,158.0,278870.0,7060.0
30,,16.0,8.0,302.0,140.0,72.0,1.0,4294.0,128.0,4832.0,2240.0,1152.0,16.0,68704.0,2416.0,1120.0,576.0,8.0,34352.0,42280.0,21744.0,302.0,1296788.0,10080.0,140.0,601160.0,72.0,309168.0,4294.0
33,,19.0,4.0,79.0,67.0,74.0,3.0,1950.0,76.0,1501.0,1273.0,1406.0,57.0,37050.0,316.0,268.0,296.0,12.0,7800.0,5293.0,5846.0,237.0,154050.0,4958.0,201.0,130650.0,222.0,144300.0,5850.0
34,,15.5,4.0,116.0,75.0,73.0,2.0,2158.0,62.0,1798.0,1162.5,1131.5,31.0,33449.0,464.0,300.0,292.0,8.0,8632.0,8700.0,8468.0,232.0,250328.0,5475.0,150.0,161850.0,146.0,157534.0,4316.0
37,,21.7,4.0,90.0,48.0,80.0,2.0,2085.0,86.8,1953.0,1041.6,1736.0,43.4,45244.5,360.0,192.0,320.0,8.0,8340.0,4320.0,7200.0,180.0,187650.0,3840.0,96.0,100080.0,160.0,166800.0,4170.0
45,,11.0,8.0,318.0,150.0,73.0,1.0,3399.0,88.0,3498.0,1650.0,803.0,11.0,37389.0,2544.0,1200.0,584.0,8.0,27192.0,47700.0,23214.0,318.0,1080882.0,10950.0,150.0,509850.0,73.0,248127.0,3399.0
46,,12.0,8.0,400.0,170.0,71.0,1.0,4746.0,96.0,4800.0,2040.0,852.0,12.0,56952.0,3200.0,1360.0,568.0,8.0,37968.0,68000.0,28400.0,400.0,1898400.0,12070.0,170.0,806820.0,71.0,336966.0,4746.0
49,,14.9,8.0,350.0,155.0,79.0,1.0,4360.0,119.2,5215.0,2309.5,1177.1000000000001,14.9,64964.0,2800.0,1240.0,632.0,8.0,34880.0,54250.0,27650.0,350.0,1526000.0,12245.0,155.0,675800.0,79.0,344440.0,4360.0
51,,11.5,8.0,400.0,175.0,71.0,1.0,4464.0,92.0,4600.0,2012.5,816.5,11.5,51336.0,3200.0,1400.0,568.0,8.0,35712.0,70000.0,28400.0,400.0,1785600.0,12425.0,175.0,781200.0,71.0,316944.0,4464.0
52,,15.5,8.0,304.0,150.0,74.0,1.0,4257.0,124.0,4712.0,2325.0,1147.0,15.5,65983.5,2432.0,1200.0,592.0,8.0,34056.0,45600.0,22496.0,304.0,1294128.0,11100.0,150.0,638550.0,74.0,315018.0,4257.0
54,,15.0,6.0,199.0,90.0,70.0,1.0,2648.0,90.0,2985.0,1350.0,1050.0,15.0,39720.0,1194.0,540.0,420.0,6.0,15888.0,17910.0,13930.0,199.0,526952.0,6300.0,90.0,238320.0,70.0,185360.0,2648.0
55,,16.4,4.0,151.0,84.0,81.0,1.0,2635.0,65.6,2476.3999999999996,1377.6,1328.3999999999999,16.4,43213.99999999999,604.0,336.0,324.0,4.0,10540.0,12684.0,12231.0,151.0,397885.0,6804.0,84.0,221340.0,81.0,213435.0,2635.0
56,,14.0,4.0,90.0,70.0,75.0,2.0,1937.0,56.0,1260.0,980.0,1050.0,28.0,27118.0,360.0,280.0,300.0,8.0,7748.0,6300.0,6750.0,180.0,174330.0,5250.0,140.0,135590.0,150.0,145275.0,3874.0
59,,16.4,4.0,91.0,60.0,78.0,3.0,1800.0,65.6,1492.3999999999999,983.9999999999999,1279.1999999999998,49.199999999999996,29519.999999999996,364.0,240.0,312.0,12.0,7200.0,5460.0,7098.0,273.0,163800.0,4680.0,180.0,108000.0,234.0,140400.0,5400.0
60,,15.5,6.0,198.0,95.0,70.0,1.0,2833.0,93.0,3069.0,1472.5,1085.0,15.5,43911.5,1188.0,570.0,420.0,6.0,16998.0,18810.0,13860.0,198.0,560934.0,6650.0,95.0,269135.0,70.0,198310.0,2833.0
61,,15.0,4.0,91.0,67.0,82.0,3.0,1965.0,60.0,1365.0,1005.0,1230.0,45.0,29475.0,364.0,268.0,328.0,12.0,7860.0,6097.0,7462.0,273.0,178815.0,5494.0,201.0,131655.0,246.0,161130.0,5895.0
63,,11.0,8.0,440.0,215.0,73.0,1.0,4735.0,88.0,4840.0,2365.0,803.0,11.0,52085.0,3520.0,1720.0,584.0,8.0,37880.0,94600.0,32120.0,440.0,2083400.0,15695.0,215.0,1018025.0,73.0,345655.0,4735.0
64,,16.0,6.0,198.0,95.0,73.0,1.0,2904.0,96.0,3168.0,1520.0,1168.0,16.0,46464.0,1188.0,570.0,438.0,6.0,17424.0,18810.0,14454.0,198.0,574992.0,6935.0,95.0,275880.0,73.0,211992.0,2904.0
65,,18.6,4.0,112.0,88.0,82.0,1.0,2640.0,74.4,2083.2000000000003,1636.8000000000002,1525.2,18.6,49104.00000000001,448.0,352.0,328.0,4.0,10560.0,9856.0,9184.0,112.0,295680.0,7216.0,88.0,232320.0,82.0,216480.0,2640.0
66,,18.6,4.0,85.0,70.0,78.0,3.0,2070.0,74.4,1581.0000000000002,1302.0,1450.8000000000002,55.800000000000004,38502.0,340.0,280.0,312.0,12.0,8280.0,5950.0,6630.0,255.0,175950.0,5460.0,210.0,144900.0,234.0,161460.0,6210.0
68,,16.0,6.0,225.0,95.0,75.0,1.0,3264.0,96.0,3600.0,1520.0,1200.0,16.0,52224.0,1350.0,570.0,450.0,6.0,19584.0,21375.0,16875.0,225.0,734400.0,7125.0,95.0,310080.0,75.0,244800.0,3264.0
73,,13.2,4.0,151.0,90.0,79.0,1.0,2556.0,52.8,1993.1999999999998,1188.0,1042.8,13.2,33739.2,604.0,360.0,316.0,4.0,10224.0,13590.0,11929.0,151.0,385956.0,7110.0,90.0,230040.0,79.0,201924.0,2556.0
74,,24.6,4.0,97.0,52.0,82.0,2.0,2130.0,98.4,2386.2000000000003,1279.2,2017.2,49.2,52398.0,388.0,208.0,328.0,8.0,8520.0,5044.0,7954.0,194.0,206610.0,4264.0,104.0,110760.0,164.0,174660.0,4260.0
76,,12.5,8.0,350.0,180.0,73.0,1.0,4499.0,100.0,4375.0,2250.0,912.5,12.5,56237.5,2800.0,1440.0,584.0,8.0,35992.0,63000.0,25550.0,350.0,1574650.0,13140.0,180.0,809820.0,73.0,328427.0,4499.0
78,,12.2,4.0,97.0,71.0,76.0,2.0,1825.0,48.8,1183.3999999999999,866.1999999999999,927.1999999999999,24.4,22265.0,388.0,284.0,304.0,8.0,7300.0,6887.0,7372.0,194.0,177025.0,5396.0,142.0,129575.0,152.0,138700.0,3650.0
81,,21.9,4.0,120.0,88.0,76.0,2.0,3270.0,87.6,2628.0,1927.1999999999998,1664.3999999999999,43.8,71613.0,480.0,352.0,304.0,8.0,13080.0,10560.0,9120.0,240.0,392400.0,6688.0,176.0,287760.0,152.0,248520.0,6540.0
85,,19.5,4.0,68.0,49.0,73.0,2.0,1867.0,78.0,1326.0,955.5,1423.5,39.0,36406.5,272.0,196.0,292.0,8.0,7468.0,3332.0,4964.0,136.0,126956.0,3577.0,98.0,91483.0,146.0,136291.0,3734.0
89,,19.5,4.0,120.0,87.0,72.0,2.0,2979.0,78.0,2340.0,1696.5,1404.0,39.0,58090.5,480.0,348.0,288.0,8.0,11916.0,10440.0,8640.0,240.0,357480.0,6264.0,174.0,259173.0,144.0,214488.0,5958.0
90,,17.6,4.0,91.0,68.0,82.0,3.0,1970.0,70.4,1601.6000000000001,1196.8000000000002,1443.2,52.800000000000004,34672.0,364.0,272.0,328.0,12.0,7880.0,6188.0,7462.0,273.0,179270.0,5576.0,204.0,133960.0,246.0,161540.0,5910.0
92,,14.7,4.0,105.0,63.0,82.0,1.0,2125.0,58.8,1543.5,926.0999999999999,1205.3999999999999,14.7,31237.5,420.0,252.0,328.0,4.0,8500.0,6615.0,8610.0,105.0,223125.0,5166.0,63.0,133875.0,82.0,174250.0,2125.0
96,,16.5,6.0,198.0,95.0,74.0,1.0,3102.0,99.0,3267.0,1567.5,1221.0,16.5,51183.0,1188.0,570.0,444.0,6.0,18612.0,18810.0,14652.0,198.0,614196.0,7030.0,95.0,294690.0,74.0,229548.0,3102.0
97,,15.9,5.0,131.0,103.0,78.0,2.0,2830.0,79.5,2082.9,1637.7,1240.2,31.8,44997.0,655.0,515.0,390.0,10.0,14150.0,13493.0,10218.0,262.0,370730.0,8034.0,206.0,291490.0,156.0,220740.0,5660.0
100,,19.0,4.0,97.0,88.0,73.0,3.0,2279.0,76.0,1843.0,1672.0,1387.0,57.0,43301.0,388.0,352.0,292.0,12.0,9116.0,8536.0,7081.0,291.0,221063.0,6424.0,264.0,200552.0,219.0,166367.0,6837.0
101,,17.6,4.0,151.0,85.0,78.0,1.0,2855.0,70.4,2657.6000000000004,1496.0000000000002,1372.8000000000002,17.6,50248.00000000001,604.0,340.0,312.0,4.0,11420.0,12835.0,11778.0,151.0,431105.0,6630.0,85.0,242675.0,78.0,222690.0,2855.0
102,,14.0,4.0,113.0,95.0,71.0,3.0,2228.0,56.0,1582.0,1330.0,994.0,42.0,31192.0,452.0,380.0,284.0,12.0,8912.0,10735.0,8023.0,339.0,251764.0,6745.0,285.0,211660.0,213.0,158188.0,6684.0
103,,14.4,4.0,98.0,80.0,79.0,1.0,1915.0,57.6,1411.2,1152.0,1137.6000000000001,14.4,27576.0,392.0,320.0,316.0,4.0,7660.0,7840.0,7742.0,98.0,187670.0,6320.0,80.0,153200.0,79.0,151285.0,1915.0
106,,16.5,6.0,225.0,105.0,73.0,1.0,3121.0,99.0,3712.5,1732.5,1204.5,16.5,51496.5,1350.0,630.0,438.0,6.0,18726.0,23625.0,16425.0,225.0,702225.0,7665.0,105.0,327705.0,73.0,227833.0,3121.0
107,,16.4,4.0,140.0,92.0,82.0,1.0,2865.0,65.6,2296.0,1508.8,1344.8,16.4,46985.99999999999,560.0,368.0,328.0,4.0,11460.0,12880.0,11480.0,140.0,401100.0,7544.0,92.0,263580.0,82.0,234930.0,2865.0
108,,12.8,8.0,351.0,152.0,76.0,1.0,4215.0,102.4,4492.8,1945.6000000000001,972.8000000000001,12.8,53952.0,2808.0,1216.0,608.0,8.0,33720.0,53352.0,26676.0,351.0,1479465.0,11552.0,152.0,640680.0,76.0,320340.0,4215.0
112,,11.5,8.0,304.0,150.0,73.0,1.0,3672.0,92.0,3496.0,1725.0,839.5,11.5,42228.0,2432.0,1200.0,584.0,8.0,29376.0,45600.0,22192.0,304.0,1116288.0,10950.0,150.0,550800.0,73.0,268056.0,3672.0
113,,18.6,4.0,79.0,58.0,77.0,2.0,1825.0,74.4,1469.4,1078.8000000000002,1432.2,37.2,33945.0,316.0,232.0,308.0,8.0,7300.0,4582.0,6083.0,158.0,144175.0,4466.0,116.0,105850.0,154.0,140525.0,3650.0
114,,12.5,8.0,304.0,150.0,72.0,1.0,3892.0,100.0,3800.0,1875.0,900.0,12.5,48650.0,2432.0,1200.0,576.0,8.0,31136.0,45600.0,21888.0,304.0,1183168.0,10800.0,150.0,583800.0,72.0,280224.0,3892.0
116,,19.0,8.0,260.0,110.0,77.0,1.0,4060.0,152.0,4940.0,2090.0,1463.0,19.0,77140.0,2080.0,880.0,616.0,8.0,32480.0,28600.0,20020.0,260.0,1055600.0,8470.0,110.0,446600.0,77.0,312620.0,4060.0
120,,11.5,8.0,304.0,150.0,72.0,1.0,3672.0,92.0,3496.0,1725.0,828.0,11.5,42228.0,2432.0,1200.0,576.0,8.0,29376.0,45600.0,21888.0,304.0,1116288.0,10800.0,150.0,550800.0,72.0,264384.0,3672.0
122,,16.0,4.0,97.0,75.0,75.0,3.0,2171.0,64.0,1552.0,1200.0,1200.0,48.0,34736.0,388.0,300.0,300.0,12.0,8684.0,7275.0,7275.0,291.0,210587.0,5625.0,225.0,162825.0,225.0,162825.0,6513.0
124,,18.6,4.0,120.0,79.0,82.0,1.0,2625.0,74.4,2232.0,1469.4,1525.2,18.6,48825.00000000001,480.0,316.0,328.0,4.0,10500.0,9480.0,9840.0,120.0,315000.0,6478.0,79.0,207375.0,82.0,215250.0,2625.0
126,,10.5,8.0,302.0,140.0,70.0,1.0,3449.0,84.0,3171.0,1470.0,735.0,10.5,36214.5,2416.0,1120.0,560.0,8.0,27592.0,42280.0,21140.0,302.0,1041598.0,9800.0,140.0,482860.0,70.0,241430.0,3449.0
132,,17.3,4.0,140.0,88.0,79.0,1.0,2890.0,69.2,2422.0,1522.4,1366.7,17.3,49997.0,560.0,352.0,316.0,4.0,11560.0,12320.0,11060.0,140.0,404600.0,6952.0,88.0,254320.0,79.0,228310.0,2890.0
133,,14.5,8.0,318.0,150.0,73.0,1.0,4237.0,116.0,4611.0,2175.0,1058.5,14.5,61436.5,2544.0,1200.0,584.0,8.0,33896.0,47700.0,23214.0,318.0,1347366.0,10950.0,150.0,635550.0,73.0,309301.0,4237.0
134,,16.0,4.0,91.0,68.0,81.0,3.0,1985.0,64.0,1456.0,1088.0,1296.0,48.0,31760.0,364.0,272.0,324.0,12.0,7940.0,6188.0,7371.0,273.0,180635.0,5508.0,204.0,134980.0,243.0,160785.0,5955.0
135,,15.6,4.0,140.0,86.0,82.0,1.0,2790.0,62.4,2184.0,1341.6,1279.2,15.6,43524.0,560.0,344.0,328.0,4.0,11160.0,12040.0,11480.0,140.0,390600.0,7052.0,86.0,239940.0,82.0,228780.0,2790.0
136,,21.0,6.0,250.0,78.0,76.0,1.0,3574.0,126.0,5250.0,1638.0,1596.0,21.0,75054.0,1500.0,468.0,456.0,6.0,21444.0,19500.0,19000.0,250.0,893500.0,5928.0,78.0,278772.0,76.0,271624.0,3574.0
137,,9.5,8.0,400.0,150.0,70.0,1.0,3761.0,76.0,3800.0,1425.0,665.0,9.5,35729.5,3200.0,1200.0,560.0,8.0,30088.0,60000.0,28000.0,400.0,1504400.0,10500.0,150.0,564150.0,70.0,263270.0,3761.0
138,,17.0,6.0,200.0,93.5,74.0,1.0,2875.0,102.0,3400.0,1589.5,1258.0,17.0,48875.0,1200.0,561.0,444.0,6.0,17250.0,18700.0,14800.0,200.0,575000.0,6919.0,93.5,268812.5,74.0,212750.0,2875.0
140,,12.5,3.0,70.0,100.0,80.0,3.0,2420.0,37.5,875.0,1250.0,1000.0,37.5,30250.0,210.0,300.0,240.0,9.0,7260.0,7000.0,5600.0,210.0,169400.0,8000.0,300.0,242000.0,240.0,193600.0,7260.0
141,,16.8,4.0,108.0,75.0,81.0,3.0,2350.0,67.2,1814.4,1260.0,1360.8,50.400000000000006,39480.0,432.0,300.0,324.0,12.0,9400.0,8100.0,8748.0,324.0,253800.0,6075.0,225.0,176250.0,243.0,190350.0,7050.0
142,,14.0,8.0,360.0,215.0,70.0,1.0,4615.0,112.0,5040.0,3010.0,980.0,14.0,64610.0,2880.0,1720.0,560.0,8.0,36920.0,77400.0,25200.0,360.0,1661400.0,15050.0,215.0,992225.0,70.0,323050.0,4615.0
144,,14.7,4.0,91.0,69.0,79.0,2.0,2130.0,58.8,1337.7,1014.3,1161.3,29.4,31311.0,364.0,276.0,316.0,8.0,8520.0,6279.0,7189.0,182.0,193830.0,5451.0,138.0,146970.0,158.0,168270.0,4260.0
145,,13.5,3.0,70.0,90.0,73.0,3.0,2124.0,40.5,945.0,1215.0,985.5,40.5,28674.0,210.0,270.0,219.0,9.0,6372.0,6300.0,5110.0,210.0,148680.0,6570.0,270.0,191160.0,219.0,155052.0,6372.0
146,,16.5,6.0,250.0,88.0,73.0,1.0,3021.0,99.0,4125.0,1452.0,1204.5,16.5,49846.5,1500.0,528.0,438.0,6.0,18126.0,22000.0,18250.0,250.0,755250.0,6424.0,88.0,265848.0,73.0,220533.0,3021.0
150,,13.0,8.0,350.0,145.0,73.0,1.0,3988.0,104.0,4550.0,1885.0,949.0,13.0,51844.0,2800.0,1160.0,584.0,8.0,31904.0,50750.0,25550.0,350.0,1395800.0,10585.0,145.0,578260.0,73.0,291124.0,3988.0
153,,9.5,8.0,400.0,230.0,73.0,1.0,4278.0,76.0,3800.0,2185.0,693.5,9.5,40641.0,3200.0,1840.0,584.0,8.0,34224.0,92000.0,29200.0,400.0,1711200.0,16790.0,230.0,983940.0,73.0,312294.0,4278.0
154,,15.0,8.0,267.0,125.0,79.0,1.0,3605.0,120.0,4005.0,1875.0,1185.0,15.0,54075.0,2136.0,1000.0,632.0,8.0,28840.0,33375.0,21093.0,267.0,962535.0,9875.0,125.0,450625.0,79.0,284795.0,3605.0
155,,16.4,4.0,97.0,67.0,77.0,3.0,1985.0,65.6,1590.8,1098.8,1262.8,49.199999999999996,32553.999999999996,388.0,268.0,308.0,12.0,7940.0,6499.0,7469.0,291.0,192545.0,5159.0,201.0,132995.0,231.0,152845.0,5955.0
156,,15.2,4.0,86.0,65.0,79.0,3.0,1975.0,60.8,1307.2,988.0,1200.8,45.599999999999994,30020.0,344.0,260.0,316.0,12.0,7900.0,5590.0,6794.0,258.0,169850.0,5135.0,195.0,128375.0,237.0,156025.0,5925.0
158,,16.7,4.0,156.0,105.0,78.0,1.0,2745.0,66.8,2605.2,1753.5,1302.6,16.7,45841.5,624.0,420.0,312.0,4.0,10980.0,16380.0,12168.0,156.0,428220.0,8190.0,105.0,288225.0,78.0,214110.0,2745.0
159,,11.3,6.0,173.0,115.0,79.0,1.0,2595.0,67.80000000000001,1954.9,1299.5,892.7,11.3,29323.500000000004,1038.0,690.0,474.0,6.0,15570.0,19895.0,13667.0,173.0,448935.0,9085.0,115.0,298425.0,79.0,205005.0,2595.0
162,,16.5,4.0,122.0,80.0,74.0,1.0,2451.0,66.0,2013.0,1320.0,1221.0,16.5,40441.5,488.0,320.0,296.0,4.0,9804.0,9760.0,9028.0,122.0,299022.0,5920.0,80.0,196080.0,74.0,181374.0,2451.0
164,,16.2,4.0,91.0,67.0,82.0,3.0,1995.0,64.8,1474.2,1085.3999999999999,1328.3999999999999,48.599999999999994,32319.0,364.0,268.0,328.0,12.0,7980.0,6097.0,7462.0,273.0,181545.0,5494.0,201.0,133665.0,246.0,163590.0,5985.0
167,,17.7,6.0,225.0,100.0,77.0,1.0,3630.0,106.19999999999999,3982.5,1770.0,1362.8999999999999,17.7,64251.0,1350.0,600.0,462.0,6.0,21780.0,22500.0,17325.0,225.0,816750.0,7700.0,100.0,363000.0,77.0,279510.0,3630.0
168,,17.4,8.0,350.0,125.0,79.0,1.0,3900.0,139.2,6089.999999999999,2175.0,1374.6,17.4,67860.0,2800.0,1000.0,632.0,8.0,31200.0,43750.0,27650.0,350.0,1365000.0,9875.0,125.0,487500.0,79.0,308100.0,3900.0
170,,13.0,8.0,318.0,150.0,71.0,1.0,4096.0,104.0,4134.0,1950.0,923.0,13.0,53248.0,2544.0,1200.0,568.0,8.0,32768.0,47700.0,22578.0,318.0,1302528.0,10650.0,150.0,614400.0,71.0,290816.0,4096.0
171,,14.0,8.0,307.0,130.0,72.0,1.0,4098.0,112.0,4298.0,1820.0,1008.0,14.0,57372.0,2456.0,1040.0,576.0,8.0,32784.0,39910.0,22104.0,307.0,1258086.0,9360.0,130.0,532740.0,72.0,295056.0,4098.0
173,,13.5,4.0,121.0,115.0,75.0,2.0,2671.0,54.0,1633.5,1552.5,1012.5,27.0,36058.5,484.0,460.0,300.0,8.0,10684.0,13915.0,9075.0,242.0,323191.0,8625.0,230.0,307165.0,150.0,200325.0,5342.0
175,,19.6,4.0,112.0,88.0,82.0,1.0,2605.0,78.4,2195.2000000000003,1724.8000000000002,1607.2,19.6,51058.00000000001,448.0,352.0,328.0,4.0,10420.0,9856.0,9184.0,112.0,291760.0,7216.0,88.0,229240.0,82.0,213610.0,2605.0
176,,14.5,8.0,318.0,150.0,75.0,1.0,4498.0,116.0,4611.0,2175.0,1087.5,14.5,65221.0,2544.0,1200.0,600.0,8.0,35984.0,47700.0,23850.0,318.0,1430364.0,11250.0,150.0,674700.0,75.0,337350.0,4498.0
179,,14.5,4.0,121.0,98.0,75.0,2.0,2945.0,58.0,1754.5,1421.0,1087.5,29.0,42702.5,484.0,392.0,300.0,8.0,11780.0,11858.0,9075.0,242.0,356345.0,7350.0,196.0,288610.0,150.0,220875.0,5890.0
181,,15.5,6.0,250.0,88.0,71.0,1.0,3302.0,93.0,3875.0,1364.0,1100.5,15.5,51181.0,1500.0,528.0,426.0,6.0,19812.0,22000.0,17750.0,250.0,825500.0,6248.0,88.0,290576.0,71.0,234442.0,3302.0
186,,11.5,8.0,400.0,170.0,75.0,1.0,4668.0,92.0,4600.0,1955.0,862.5,11.5,53682.0,3200.0,1360.0,600.0,8.0,37344.0,68000.0,30000.0,400.0,1867200.0,12750.0,170.0,793560.0,75.0,350100.0,4668.0
190,,14.5,4.0,107.0,75.0,82.0,3.0,2205.0,58.0,1551.5,1087.5,1189.0,43.5,31972.5,428.0,300.0,328.0,12.0,8820.0,8025.0,8774.0,321.0,235935.0,6150.0,225.0,165375.0,246.0,180810.0,6615.0
191,,17.0,4.0,97.5,80.0,72.0,1.0,2126.0,68.0,1657.5,1360.0,1224.0,17.0,36142.0,390.0,320.0,288.0,4.0,8504.0,7800.0,7020.0,97.5,207285.0,5760.0,80.0,170080.0,72.0,153072.0,2126.0
194,,11.5,8.0,429.0,198.0,73.0,1.0,4952.0,92.0,4933.5,2277.0,839.5,11.5,56948.0,3432.0,1584.0,584.0,8.0,39616.0,84942.0,31317.0,429.0,2124408.0,14454.0,198.0,980496.0,73.0,361496.0,4952.0
196,,16.5,4.0,108.0,94.0,73.0,3.0,2379.0,66.0,1782.0,1551.0,1204.5,49.5,39253.5,432.0,376.0,292.0,12.0,9516.0,10152.0,7884.0,324.0,256932.0,6862.0,282.0,223626.0,219.0,173667.0,7137.0
198,,22.2,4.0,85.0,52.0,76.0,1.0,2035.0,88.8,1887.0,1154.3999999999999,1687.2,22.2,45177.0,340.0,208.0,304.0,4.0,8140.0,4420.0,6460.0,85.0,172975.0,3952.0,52.0,105820.0,76.0,154660.0,2035.0
199,,15.0,4.0,98.0,80.0,72.0,1.0,2164.0,60.0,1470.0,1200.0,1080.0,15.0,32460.0,392.0,320.0,288.0,4.0,8656.0,7840.0,7056.0,98.0,212072.0,5760.0,80.0,173120.0,72.0,155808.0,2164.0
200,,16.4,6.0,250.0,110.0,77.0,1.0,3520.0,98.39999999999999,4100.0,1803.9999999999998,1262.8,16.4,57727.99999999999,1500.0,660.0,462.0,6.0,21120.0,27500.0,19250.0,250.0,880000.0,8470.0,110.0,387200.0,77.0,271040.0,3520.0
206,,18.0,6.0,258.0,110.0,74.0,1.0,3632.0,108.0,4644.0,1980.0,1332.0,18.0,65376.0,1548.0,660.0,444.0,6.0,21792.0,28380.0,19092.0,258.0,937056.0,8140.0,110.0,399520.0,74.0,268768.0,3632.0
210,,15.0,4.0,113.0,95.0,70.0,3.0,2372.0,60.0,1695.0,1425.0,1050.0,45.0,35580.0,452.0,380.0,280.0,12.0,9488.0,10735.0,7910.0,339.0,268036.0,6650.0,285.0,225340.0,210.0,166040.0,7116.0
212,,16.5,4.0,98.0,68.0,78.0,1.0,2155.0,66.0,1617.0,1122.0,1287.0,16.5,35557.5,392.0,272.0,312.0,4.0,8620.0,6664.0,7644.0,98.0,211190.0,5304.0,68.0,146540.0,78.0,168090.0,2155.0
214,,18.2,6.0,232.0,90.0,79.0,1.0,3265.0,109.19999999999999,4222.4,1638.0,1437.8,18.2,59423.0,1392.0,540.0,474.0,6.0,19590.0,20880.0,18328.0,232.0,757480.0,7110.0,90.0,293850.0,79.0,257935.0,3265.0
215,,13.0,8.0,305.0,140.0,76.0,1.0,4215.0,104.0,3965.0,1820.0,988.0,13.0,54795.0,2440.0,1120.0,608.0,8.0,33720.0,42700.0,23180.0,305.0,1285575.0,10640.0,140.0,590100.0,76.0,320340.0,4215.0
216,,15.5,6.0,225.0,105.0,71.0,1.0,3439.0,93.0,3487.5,1627.5,1100.5,15.5,53304.5,1350.0,630.0,426.0,6.0,20634.0,23625.0,15975.0,225.0,773775.0,7455.0,105.0,361095.0,71.0,244169.0,3439.0
218,,15.0,6.0,250.0,100.0,71.0,1.0,3282.0,90.0,3750.0,1500.0,1065.0,15.0,49230.0,1500.0,600.0,426.0,6.0,19692.0,25000.0,17750.0,250.0,820500.0,7100.0,100.0,328200.0,71.0,233022.0,3282.0
